Age,Gender,City,Device_Type,Payment_Method,Email,Test_Group,Campaign_Result
33,Female,Izmir,Tablet,Credit Card,russellgarcia@example.net,Test A,Success
39,Female,Antalya,Mobile,Credit Card,esmith@example.com,Test A,Success
41,Male,Konya,Desktop,Cash on Delivery,tinacooper@example.net,Test C,Success
32,Female,Izmir,Tablet,Credit Card,cookwilliam@example.com,Test A,Success
40,Female,Izmir,Mobile,Credit Card,xharrison@example.com,Test A,Success
45,Male,Bursa,Desktop,Cash on Delivery,ohaynes@example.org,Test C,Failed
34,Female,Izmir,Mobile,Credit Card,kwilcox@example.net,Test A,Failed
35,Female,Konya,Desktop,Cash on Delivery,christophergomez@example.com,Test C,Failed
26,Female,Istanbul,Mobile,Credit Card,smithdenise@example.org,Test B,Success
38,Female,Bursa,Desktop,Bank Transfer,sarahnavarro@example.org,Test C,Failed
44,Female,Bursa,Desktop,Bank Transfer,jhart@example.net,Test C,Failed
41,Male,Bursa,Desktop,Bank Transfer,mjones@example.com,Test C,Failed
25,Female,Ankara,Mobile,Credit Card,kevin54@example.org,Test B,Success
35,Female,Antalya,Mobile,Credit Card,brennandenise@example.com,Test A,Success
26,Female,Ankara,Mobile,Credit Card,jacobnguyen@example.org,Test B,Success
33,Female,Izmir,Tablet,Credit Card,thomas10@example.org,Test A,Success
35,Female,Konya,Desktop,Bank Transfer,brenda90@example.net,Test C,Failed
29,Female,Antalya,Tablet,Credit Card,bridgeskrista@example.org,Test A,Success
39,Male,Bursa,Desktop,Bank Transfer,amanda16@example.com,Test C,Failed
33,Male,Antalya,Tablet,Credit Card,wcampos@example.com,Test A,Success
20,Female,Ankara,Mobile,Credit Card,steinlogan@example.org,Test B,Success
38,Female,Antalya,Tablet,Credit Card,simpsonmary@example.com,Test A,Failed
26,Female,Istanbul,Mobile,Credit Card,dbartlett@example.net,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,lanestephen@example.com,Test B,Failed
32,Female,Antalya,Mobile,Credit Card,charles77@example.org,Test A,Success
28,Female,Antalya,Mobile,Credit Card,pcalderon@example.org,Test A,Success
40,Female,Bursa,Desktop,Cash on Delivery,kimberly46@example.com,Test C,Failed
25,Female,Istanbul,Mobile,Digital Wallet,ojenkins@example.org,Test B,Success
34,Female,Bursa,Desktop,Bank Transfer,jreid@example.org,Test C,Failed
21,Female,Istanbul,Mobile,Credit Card,salasdevin@example.com,Test B,Failed
20,Female,Ankara,Mobile,Credit Card,roberttownsend@example.net,Test B,Success
20,Female,Ankara,Mobile,Digital Wallet,cervantesjoe@example.org,Test B,Failed
26,Female,Ankara,Mobile,Digital Wallet,wwhite@example.org,Test B,Failed
20,Female,Istanbul,Mobile,Credit Card,lloydgabriel@example.net,Test B,Success
35,Female,Bursa,Desktop,Cash on Delivery,tpeters@example.org,Test C,Success
35,Female,Antalya,Tablet,Credit Card,xcarpenter@example.org,Test A,Success
44,Male,Konya,Desktop,Cash on Delivery,randyrodriguez@example.com,Test C,Failed
41,Male,Bursa,Desktop,Bank Transfer,wisejonathan@example.com,Test C,Failed
31,Female,Izmir,Tablet,Credit Card,meredith93@example.com,Test A,Success
38,Female,Izmir,Mobile,Credit Card,jason56@example.net,Test A,Success
22,Female,Ankara,Mobile,Digital Wallet,leejason@example.net,Test B,Success
37,Female,Konya,Desktop,Bank Transfer,garciaross@example.org,Test C,Failed
34,Female,Antalya,Tablet,Credit Card,rhonda50@example.com,Test A,Success
35,Male,Konya,Desktop,Bank Transfer,oshelton@example.org,Test C,Failed
20,Female,Istanbul,Mobile,Credit Card,mckenzie46@example.net,Test B,Success
44,Male,Konya,Desktop,Bank Transfer,terri54@example.net,Test C,Failed
36,Male,Antalya,Mobile,Credit Card,tmccullough@example.com,Test A,Success
26,Female,Istanbul,Mobile,Digital Wallet,brandon72@example.org,Test B,Success
32,Female,Antalya,Mobile,Credit Card,rachelsanders@example.org,Test A,Failed
26,Female,Ankara,Mobile,Digital Wallet,uvazquez@example.org,Test B,Failed
39,Female,Antalya,Tablet,Credit Card,eric39@example.org,Test A,Failed
24,Female,Istanbul,Mobile,Credit Card,ebass@example.org,Test B,Success
35,Female,Izmir,Mobile,Credit Card,kyle22@example.org,Test A,Failed
34,Female,Konya,Desktop,Cash on Delivery,ramosdylan@example.com,Test C,Failed
37,Male,Konya,Desktop,Bank Transfer,nicholas25@example.net,Test C,Failed
41,Female,Konya,Desktop,Bank Transfer,matthew93@example.net,Test C,Failed
35,Male,Izmir,Tablet,Credit Card,lbowman@example.org,Test A,Success
21,Female,Istanbul,Mobile,Digital Wallet,townsendandrea@example.net,Test B,Success
42,Female,Bursa,Desktop,Bank Transfer,april43@example.com,Test C,Failed
40,Male,Izmir,Tablet,Credit Card,alexis47@example.org,Test A,Success
38,Male,Bursa,Desktop,Cash on Delivery,marycohen@example.net,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,paul95@example.org,Test B,Failed
34,Female,Izmir,Mobile,Credit Card,dhickman@example.net,Test A,Success
37,Female,Izmir,Mobile,Credit Card,tony89@example.net,Test A,Failed
34,Female,Bursa,Desktop,Cash on Delivery,ekane@example.com,Test C,Success
25,Female,Ankara,Mobile,Digital Wallet,walkermichael@example.org,Test B,Success
26,Female,Istanbul,Mobile,Credit Card,kennedymatthew@example.net,Test B,Success
33,Male,Konya,Desktop,Bank Transfer,jessica54@example.com,Test C,Failed
38,Female,Izmir,Tablet,Credit Card,bradleytravis@example.net,Test A,Success
29,Female,Izmir,Mobile,Credit Card,guy55@example.org,Test A,Success
36,Male,Antalya,Tablet,Credit Card,farrellbrian@example.com,Test A,Success
28,Female,Izmir,Tablet,Credit Card,ebass@example.org,Test A,Success
40,Male,Antalya,Mobile,Credit Card,april76@example.org,Test A,Success
37,Male,Bursa,Desktop,Cash on Delivery,ericajones@example.org,Test C,Success
22,Female,Ankara,Mobile,Credit Card,jennifer61@example.com,Test B,Success
23,Female,Ankara,Mobile,Credit Card,blairrachel@example.com,Test B,Success
45,Male,Bursa,Desktop,Bank Transfer,greenmelanie@example.com,Test C,Failed
38,Male,Bursa,Desktop,Cash on Delivery,knoxrodney@example.net,Test C,Failed
42,Female,Bursa,Desktop,Bank Transfer,robert59@example.com,Test C,Failed
36,Male,Konya,Desktop,Bank Transfer,william55@example.org,Test C,Success
24,Female,Ankara,Mobile,Credit Card,williamscrystal@example.org,Test B,Success
45,Female,Bursa,Desktop,Bank Transfer,debbie43@example.net,Test C,Failed
39,Female,Antalya,Tablet,Credit Card,robert59@example.com,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,moralestaylor@example.net,Test B,Success
35,Female,Bursa,Desktop,Cash on Delivery,breyes@example.org,Test C,Failed
41,Male,Konya,Desktop,Bank Transfer,elizabethsmith@example.net,Test C,Failed
36,Female,Antalya,Mobile,Credit Card,ashleydavis@example.org,Test A,Success
36,Female,Antalya,Tablet,Credit Card,bowmanmichaela@example.org,Test A,Failed
33,Male,Izmir,Tablet,Credit Card,hdavidson@example.net,Test A,Success
36,Female,Antalya,Tablet,Credit Card,crawfordkevin@example.com,Test A,Failed
37,Female,Konya,Desktop,Bank Transfer,lkrueger@example.org,Test C,Success
35,Female,Antalya,Tablet,Credit Card,emily71@example.org,Test A,Success
21,Female,Istanbul,Mobile,Credit Card,diamond19@example.com,Test B,Success
20,Female,Ankara,Mobile,Digital Wallet,ortizashley@example.org,Test B,Success
30,Female,Izmir,Tablet,Credit Card,tiffany73@example.org,Test A,Success
39,Female,Konya,Desktop,Cash on Delivery,meghanhumphrey@example.org,Test C,Failed
29,Male,Antalya,Mobile,Credit Card,rbowen@example.org,Test A,Success
30,Female,Antalya,Tablet,Credit Card,xdorsey@example.com,Test A,Success
20,Female,Istanbul,Mobile,Digital Wallet,kyle66@example.org,Test B,Failed
35,Male,Izmir,Tablet,Credit Card,ashleymoore@example.org,Test A,Failed
31,Female,Izmir,Mobile,Credit Card,michaelphillips@example.org,Test A,Success
34,Female,Antalya,Mobile,Credit Card,matthew56@example.net,Test A,Failed
43,Female,Konya,Desktop,Bank Transfer,ufisher@example.com,Test C,Failed
37,Male,Izmir,Mobile,Credit Card,teresajohnson@example.net,Test A,Success
38,Male,Bursa,Desktop,Cash on Delivery,fitzgeraldbrian@example.com,Test C,Failed
44,Female,Bursa,Desktop,Bank Transfer,qwarren@example.net,Test C,Failed
23,Female,Istanbul,Mobile,Credit Card,larry69@example.net,Test B,Success
35,Female,Antalya,Mobile,Credit Card,fordjasmine@example.org,Test A,Failed
29,Female,Antalya,Tablet,Credit Card,nlee@example.net,Test A,Success
41,Female,Konya,Desktop,Cash on Delivery,vpierce@example.org,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,vcrawford@example.net,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,valerieryan@example.com,Test B,Success
31,Female,Izmir,Mobile,Credit Card,suzannemorris@example.org,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,ereed@example.com,Test B,Success
40,Female,Izmir,Tablet,Credit Card,abarnes@example.org,Test A,Success
36,Female,Izmir,Tablet,Credit Card,dawnbanks@example.com,Test A,Failed
43,Female,Konya,Desktop,Cash on Delivery,walkermichael@example.org,Test C,Failed
38,Female,Bursa,Desktop,Bank Transfer,bmiller@example.net,Test C,Success
41,Female,Konya,Desktop,Bank Transfer,esims@example.com,Test C,Success
30,Female,Antalya,Mobile,Credit Card,drew57@example.net,Test A,Success
41,Male,Bursa,Desktop,Bank Transfer,lstrong@example.net,Test C,Failed
45,Male,Bursa,Desktop,Bank Transfer,wanda39@example.org,Test C,Failed
33,Male,Antalya,Mobile,Credit Card,caleb09@example.net,Test A,Success
33,Female,Konya,Desktop,Bank Transfer,timothychang@example.com,Test C,Failed
37,Female,Antalya,Mobile,Credit Card,troy60@example.net,Test A,Success
35,Female,Antalya,Mobile,Credit Card,pamela73@example.org,Test A,Success
45,Female,Bursa,Desktop,Cash on Delivery,robin77@example.com,Test C,Success
39,Female,Izmir,Mobile,Credit Card,gordoncrystal@example.org,Test A,Success
24,Female,Ankara,Mobile,Digital Wallet,amandamills@example.org,Test B,Failed
24,Female,Ankara,Mobile,Credit Card,cookrobert@example.org,Test B,Success
31,Male,Antalya,Tablet,Credit Card,crystalliu@example.com,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,ericbailey@example.com,Test B,Success
31,Female,Antalya,Tablet,Credit Card,ychen@example.org,Test A,Success
39,Female,Izmir,Tablet,Credit Card,tatestephen@example.org,Test A,Success
24,Female,Ankara,Mobile,Digital Wallet,fowlerdustin@example.net,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,westamanda@example.org,Test B,Success
38,Male,Bursa,Desktop,Bank Transfer,lewisashley@example.net,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,michaelrobinson@example.com,Test B,Success
28,Female,Izmir,Mobile,Credit Card,susan85@example.com,Test A,Success
26,Female,Istanbul,Mobile,Digital Wallet,torresbrandi@example.com,Test B,Success
33,Male,Konya,Desktop,Bank Transfer,baileyashley@example.com,Test C,Failed
26,Female,Istanbul,Mobile,Credit Card,cooperjohn@example.org,Test B,Failed
21,Female,Ankara,Mobile,Credit Card,laurendaniels@example.com,Test B,Success
39,Female,Izmir,Mobile,Credit Card,bradleypace@example.org,Test A,Success
40,Female,Antalya,Tablet,Credit Card,ecarroll@example.org,Test A,Failed
30,Male,Izmir,Tablet,Credit Card,elee@example.com,Test A,Success
29,Female,Izmir,Mobile,Credit Card,roachjulie@example.net,Test A,Failed
22,Female,Ankara,Mobile,Digital Wallet,benjamin89@example.net,Test B,Success
40,Female,Konya,Desktop,Bank Transfer,harrisbrandi@example.com,Test C,Failed
45,Female,Bursa,Desktop,Bank Transfer,rhart@example.net,Test C,Success
25,Female,Ankara,Mobile,Credit Card,jnorman@example.org,Test B,Failed
36,Female,Antalya,Mobile,Credit Card,kathleen73@example.org,Test A,Success
32,Male,Antalya,Tablet,Credit Card,gibsonchristopher@example.net,Test A,Success
23,Female,Ankara,Mobile,Digital Wallet,ugentry@example.com,Test B,Failed
40,Male,Antalya,Tablet,Credit Card,farleyroger@example.org,Test A,Failed
31,Female,Izmir,Mobile,Credit Card,darrellyoung@example.net,Test A,Success
20,Female,Istanbul,Mobile,Credit Card,fsmith@example.com,Test B,Success
26,Female,Istanbul,Mobile,Credit Card,natasha88@example.com,Test B,Success
35,Male,Konya,Desktop,Bank Transfer,scruz@example.com,Test C,Failed
30,Female,Izmir,Tablet,Credit Card,sweeneyjames@example.net,Test A,Failed
26,Female,Istanbul,Mobile,Digital Wallet,jamespierce@example.net,Test B,Failed
28,Female,Izmir,Mobile,Credit Card,qboyer@example.com,Test A,Success
26,Female,Ankara,Mobile,Credit Card,ysmith@example.net,Test B,Failed
28,Female,Izmir,Tablet,Credit Card,mallory20@example.org,Test A,Success
24,Female,Ankara,Mobile,Credit Card,michaelstephens@example.com,Test B,Success
37,Male,Konya,Desktop,Bank Transfer,jlee@example.net,Test C,Success
40,Male,Antalya,Tablet,Credit Card,shannonjacobs@example.net,Test A,Success
38,Female,Konya,Desktop,Cash on Delivery,campbelljohn@example.org,Test C,Failed
29,Female,Antalya,Tablet,Credit Card,uburns@example.org,Test A,Success
21,Female,Istanbul,Mobile,Digital Wallet,melissazuniga@example.org,Test B,Success
23,Female,Ankara,Mobile,Credit Card,davidrobinson@example.com,Test B,Failed
33,Male,Bursa,Desktop,Bank Transfer,cory38@example.org,Test C,Failed
44,Female,Bursa,Desktop,Bank Transfer,christianyu@example.com,Test C,Failed
33,Female,Bursa,Desktop,Bank Transfer,taterachael@example.com,Test C,Failed
20,Female,Istanbul,Mobile,Credit Card,jeffrey90@example.com,Test B,Success
34,Female,Izmir,Mobile,Credit Card,wellsmadison@example.org,Test A,Success
39,Male,Bursa,Desktop,Bank Transfer,bmoore@example.com,Test C,Failed
45,Female,Bursa,Desktop,Cash on Delivery,cheyenneelliott@example.org,Test C,Failed
39,Female,Antalya,Mobile,Credit Card,christophermacdonald@example.org,Test A,Success
37,Female,Konya,Desktop,Cash on Delivery,rlee@example.net,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,wcoleman@example.com,Test C,Failed
26,Female,Ankara,Mobile,Digital Wallet,swansonjill@example.com,Test B,Success
26,Female,Istanbul,Mobile,Digital Wallet,shannon96@example.org,Test B,Success
35,Female,Antalya,Mobile,Credit Card,singletonmichael@example.net,Test A,Success
34,Female,Konya,Desktop,Cash on Delivery,rabbott@example.net,Test C,Failed
32,Female,Izmir,Tablet,Credit Card,ygoodman@example.com,Test A,Success
22,Female,Istanbul,Mobile,Credit Card,whiteheadjeremiah@example.com,Test B,Success
23,Female,Ankara,Mobile,Credit Card,ashley32@example.net,Test B,Failed
23,Female,Istanbul,Mobile,Credit Card,steinlogan@example.org,Test B,Success
40,Male,Antalya,Tablet,Credit Card,susan52@example.net,Test A,Success
40,Female,Bursa,Desktop,Bank Transfer,kathy93@example.org,Test C,Failed
25,Female,Ankara,Mobile,Credit Card,murraymackenzie@example.net,Test B,Success
22,Female,Istanbul,Mobile,Credit Card,jennifertaylor@example.net,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,kdunn@example.com,Test B,Success
40,Female,Izmir,Mobile,Credit Card,santosapril@example.com,Test A,Success
21,Female,Istanbul,Mobile,Credit Card,teresachaney@example.org,Test B,Success
37,Male,Izmir,Tablet,Credit Card,mcdonalddean@example.org,Test A,Failed
37,Female,Antalya,Mobile,Credit Card,rebeccajohnson@example.net,Test A,Success
20,Female,Ankara,Mobile,Credit Card,emilykane@example.net,Test B,Success
26,Female,Ankara,Mobile,Credit Card,tranmichelle@example.org,Test B,Success
39,Female,Bursa,Desktop,Bank Transfer,elizabeth91@example.com,Test C,Failed
21,Female,Istanbul,Mobile,Credit Card,emilycross@example.org,Test B,Success
26,Female,Ankara,Mobile,Digital Wallet,ericajones@example.org,Test B,Success
32,Male,Izmir,Mobile,Credit Card,michael44@example.net,Test A,Success
44,Male,Konya,Desktop,Cash on Delivery,ydavis@example.org,Test C,Failed
21,Female,Istanbul,Mobile,Digital Wallet,brenda03@example.net,Test B,Failed
31,Female,Antalya,Tablet,Credit Card,nrivera@example.com,Test A,Success
43,Female,Bursa,Desktop,Bank Transfer,tfields@example.org,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,ericanguyen@example.com,Test B,Success
34,Female,Izmir,Mobile,Credit Card,hornejeffrey@example.com,Test A,Success
23,Female,Ankara,Mobile,Digital Wallet,stewartbrian@example.com,Test B,Success
34,Male,Bursa,Desktop,Cash on Delivery,herringbrooke@example.net,Test C,Failed
45,Female,Bursa,Desktop,Bank Transfer,knoxrodney@example.net,Test C,Failed
37,Female,Konya,Desktop,Bank Transfer,marybenson@example.net,Test C,Failed
37,Male,Bursa,Desktop,Cash on Delivery,skelly@example.org,Test C,Success
24,Female,Ankara,Mobile,Digital Wallet,thomasmiles@example.org,Test B,Success
38,Female,Konya,Desktop,Bank Transfer,morgan75@example.com,Test C,Failed
25,Female,Ankara,Mobile,Digital Wallet,adamshaffer@example.org,Test B,Failed
39,Female,Antalya,Mobile,Credit Card,christopher57@example.com,Test A,Success
43,Female,Bursa,Desktop,Cash on Delivery,vargaskayla@example.com,Test C,Failed
21,Female,Istanbul,Mobile,Credit Card,fowlerian@example.org,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,michaelthomas@example.com,Test B,Success
35,Female,Konya,Desktop,Cash on Delivery,fmarks@example.net,Test C,Failed
40,Female,Bursa,Desktop,Cash on Delivery,vmendez@example.net,Test C,Failed
39,Male,Antalya,Mobile,Credit Card,ryan09@example.net,Test A,Success
25,Female,Istanbul,Mobile,Digital Wallet,shorttheresa@example.org,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,gainesrichard@example.org,Test B,Success
36,Female,Konya,Desktop,Cash on Delivery,amandagrant@example.org,Test C,Failed
21,Female,Istanbul,Mobile,Credit Card,nolanblake@example.net,Test B,Success
38,Female,Bursa,Desktop,Bank Transfer,hcarpenter@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,umoore@example.org,Test B,Success
25,Female,Ankara,Mobile,Credit Card,lisa57@example.org,Test B,Success
29,Female,Izmir,Mobile,Credit Card,ronnie88@example.com,Test A,Success
37,Male,Bursa,Desktop,Cash on Delivery,alishacarrillo@example.org,Test C,Failed
33,Female,Konya,Desktop,Cash on Delivery,lanceferguson@example.net,Test C,Failed
34,Female,Antalya,Mobile,Credit Card,rickydavis@example.net,Test A,Success
22,Female,Istanbul,Mobile,Credit Card,tnelson@example.com,Test B,Failed
44,Female,Konya,Desktop,Cash on Delivery,brooksjulie@example.net,Test C,Failed
25,Female,Istanbul,Mobile,Credit Card,bryantchristopher@example.net,Test B,Failed
